CompanyId,CompanyName,Followers,CurrentStockPrice,CurrentGrowthRate,PredictedStockPrice,PredictedGrowthRate,,,,,,,
NHI,National Health Investors Inc. Common Stock,18,54.64,0.073%,54.64,0.073%,,,,,,,
NI,NiSource Inc Common Stock,5,24.88,-1.543%,24.88,-1.543%,,,,,,,
NJR,NewJersey Resources Corporation Common Stock,34,41.19,0.146%,41.19,0.146%,,,,,,,
NKE,Nike Inc. Common Stock,47,88.57,-1.238%,88.57,-1.238%,,,,,,,
NLOK,NortonLifeLock Inc. Common Stock,25,21.51,0.186%,21.51,0.186%,,,,,,,
NLY,Annaly Capital Management Inc. Common Stock,61,17.03,-0.758%,17.03,-0.758%,,,,,,,
NNI,Nelnet Inc. Common Stock,7,83.71,-1.169%,83.71,-1.169%,,,,,,,
NNN,National Retail Properties Common Stock,94,39.35,-1.477%,39.35,-1.477%,,,,,,,
NOC,Northrop Grumman Corporation Common Stock,81,510.91,0.811%,510.91,0.811%,,,,,,,
NOG,Northern Oil and Gas Inc. Common Stock,65,35.21,5.167%,35.21,5.167%,,,,,,,
NOV,NOV Inc. Common Stock,78,19.58,8.296%,19.58,8.296%,,,,,,,
NOVT,Novanta Inc. Common Stock,15,119.69,-1.53%,119.69,-1.53%,,,,,,,
NOW,ServiceNow Inc. Common Stock,15,355.44,-0.378%,355.44,-0.378%,,,,,,,
NPO,EnPro Industries Inc,17,96.45,1.345%,96.45,1.345%,,,,,,,
NRG,NRG Energy Inc. Common Stock,95,41.96,-2.328%,41.96,-2.328%,,,,,,,
NSC,Norfolk Southern Corporation Common Stock,22,217.62,-2.123%,217.62,-2.123%,,,,,,,
NSIT,Insight Enterprises Inc. Common Stock,16,85.49,-1.894%,85.49,-1.894%,,,,,,,
NSP,Insperity Inc. Common Stock,49,110.75,-0.939%,110.75,-0.939%,,,,,,,
NTAP,NetApp Inc. Common Stock,94,62.29,-0.717%,62.29,-0.717%,,,,,,,
NTCT,NetScout Systems Inc. Common Stock,59,33.61,-1.001%,33.61,-1.001%,,,,,,,
NTLA,Intellia Therapeutics Inc. Common Stock,60,52.7,-4.373%,52.7,-4.373%,,,,,,,
NTNX,Nutanix Inc. Class A Common Stock,96,25.95,-1.742%,25.95,-1.742%,,,,,,,
NTRA,Natera Inc. Common Stock,11,41.54,-5.419%,41.54,-5.419%,,,,,,,
NTRS,Northern Trust Corporation Common Stock,75,79.59,-9.154%,79.59,-9.154%,,,,,,,
NUE,Nucor Corporation Common Stock,63,121.89,-2.065%,121.89,-2.065%,,,,,,,
NUVA,NuVasive Inc. Common Stock,31,41.46,-2.493%,41.46,-2.493%,,,,,,,
NVDA,NVIDIA Corporation Common Stock,93,120.51,0.702%,120.51,0.702%,,,,,,,
NVEE,NV5 Global Inc. Common Stock,83,130.54,-0.526%,130.54,-0.526%,,,,,,,
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,57,11.3,-0.616%,11.3,-0.616%,,,,,,,
NVR,NVR Inc. Common Stock,19,3977.85,-4.397%,3977.85,-4.397%,,,,,,,
NWE,NorthWestern Corporation Common Stock,40,51.66,-0.692%,51.66,-0.692%,,,,,,,
NWL,Newell Brands Inc. Common Stock,35,15.03,-1.248%,15.03,-1.248%,,,,,,,
NWS,News Corporation Class B Common Stock,49,16.75,1.70%,16.75,1.70%,,,,,,,
NWSA,News Corporation Class A Common Stock,58,16.59,2.092%,16.59,2.092%,,,,,,,
NXST,Nexstar Media Group Inc. Common Stock,100,182.96,-1.071%,182.96,-1.071%,,,,,,,
NYCB,New York Community Bancorp Inc. Common Stock,39,8.56,-1.609%,8.56,-1.609%,,,,,,,
NYT,New York Times Company (The) Common Stock,35,30.06,-1.281%,30.06,-1.281%,,,,,,,
O,Realty Income Corporation Common Stock,46,57.83,-1.364%,57.83,-1.364%,,,,,,,
OC,Owens Corning Inc Common Stock New,6,83.99,-3.059%,83.99,-3.059%,,,,,,,
ODFL,Old Dominion Freight Line Inc. Common Stock,6,260.76,-2.93%,260.76,-2.93%,,,,,,,
OFC,Corporate Office Properties Trust Common Stock,92,24.16,-1.105%,24.16,-1.105%,,,,,,,
OGE,OGE Energy Corp Common Stock,48,34.82,-0.882%,34.82,-0.882%,,,,,,,
OHI,Omega Healthcare Investors Inc. Common Stock,49,29.98,-1.737%,29.98,-1.737%,,,,,,,
OI,O-I Glass Inc. Common Stock,58,15.87,-0.314%,15.87,-0.314%,,,,,,,
OKE,ONEOK Inc. Common Stock,30,55.14,-0.952%,55.14,-0.952%,,,,,,,
OKTA,Okta Inc. Class A Common Stock,78,53.83,-1.066%,53.83,-1.066%,,,,,,,
OLED,Universal Display Corporation Common Stock,2,96.23,1.103%,96.23,1.103%,,,,,,,
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,50,54.06,-3.257%,54.06,-3.257%,,,,,,,
OLN,Olin Corporation Common Stock,57,47.81,-2.109%,47.81,-2.109%,,,,,,,
OLPX,Olaplex Holdings Inc. Common Stock,86,4.24,-56.691%,4.24,-56.691%,,,,,,,
OMC,Omnicom Group Inc. Common Stock,53,68.41,-1.256%,68.41,-1.256%,,,,,,,
OMCL,Omnicell Inc. Common Stock ($0.001 par value),24,75.66,-4.264%,75.66,-4.264%,,,,,,,
ON,ON Semiconductor Corporation Common Stock,57,60.77,0.066%,60.77,0.066%,,,,,,,
ONB,Old National Bancorp Common Stock,74,18.25,-1.511%,18.25,-1.511%,,,,,,,
ONEM,1Life Healthcare Inc. Common Stock,15,17.09,0.059%,17.09,0.059%,,,,,,,
ONTO,Onto Innovation Inc. Common Stock,27,60.34,0.416%,60.34,0.416%,,,,,,,
OPCH,Option Care Health Inc. Common Stock,83,33.52,-1.701%,33.52,-1.701%,,,,,,,
ORA,Ormat Technologies Inc. Common Stock,37,86.17,-1.079%,86.17,-1.079%,,,,,,,
ORCL,Oracle Corporation Common Stock,90,66.3,-1.089%,66.3,-1.089%,,,,,,,
ORI,Old Republic International Corporation Common Stock,7,22.81,-2.019%,22.81,-2.019%,,,,,,,
ORLY,O'Reilly Automotive Inc. Common Stock,17,737.72,-0.592%,737.72,-0.592%,,,,,,,
OSH,Oak Street Health Inc. Common Stock,7,18.62,-5.865%,18.62,-5.865%,,,,,,,
OSK,Oshkosh Corporation (Holding Company)Common Stock,36,79.21,-0.365%,79.21,-0.365%,,,,,,,
OTTR,Otter Tail Corporation Common Stock,30,63.98,-1.418%,63.98,-1.418%,,,,,,,
OWL,Blue Owl Capital Inc. Class A Common Stock,41,9.01,-4.656%,9.01,-4.656%,,,,,,,
OXY,Occidental Petroleum Corporation Common Stock,26,68.46,1.003%,68.46,1.003%,,,,,,,
OZK,Bank OZK Common Stock,41,43.39,-1.61%,43.39,-1.61%,,,,,,,
PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,65,11.71,0.343%,11.71,0.343%,,,,,,,
PACW,PacWest Bancorp Common Stock,32,23.58,-2.923%,23.58,-2.923%,,,,,,,
PAG,Penske Automotive Group Inc. Common Stock,100,98.17,-4.671%,98.17,-4.671%,,,,,,,
PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,83,12.33,0.983%,12.33,0.983%,,,,,,,
PANW,Palo Alto Networks Inc. Common Stock,64,160.11,-1.995%,160.11,-1.995%,,,,,,,
PARA,Paramount Global Class B Common Stock,28,19.08,-2.603%,19.08,-2.603%,,,,,,,
PARAA,Paramount Global Class A Common Stock,13,22,-2.439%,22,-2.439%,,,,,,,
PAYO,Payoneer Global Inc. Common Stock,16,7.22,-2.564%,7.22,-2.564%,,,,,,,
PAYX,Paychex Inc. Common Stock,3,111.45,-1.702%,111.45,-1.702%,,,,,,,
PB,Prosperity Bancshares Inc. Common Stock,34,74.07,-0.229%,74.07,-0.229%,,,,,,,
PBF,PBF Energy Inc. Class A Common Stock,21,43.5,1.993%,43.5,1.993%,,,,,,,
PBH,Prestige Consumer Healthcare Inc. Common Stock,62,52.2,-2.302%,52.2,-2.302%,,,,,,,
PCAR,PACCAR Inc. Common Stock,30,90.74,0.044%,90.74,0.044%,,,,,,,
PCG,Pacific Gas & Electric Co. Common Stock,19,13.96,-1.343%,13.96,-1.343%,,,,,,,
PCH,PotlatchDeltic Corporation Common Stock,81,44.05,-1.959%,44.05,-1.959%,,,,,,,
PCRX,Pacira BioSciences Inc. Common Stock,48,53.04,-1.869%,53.04,-1.869%,,,,,,,
PCTY,Paylocity Holding Corporation Common Stock,49,221.92,-3.697%,221.92,-3.697%,,,,,,,
PDCE,PDC Energy Inc. Common Stock (Delaware),68,69.24,3.73%,69.24,3.73%,,,,,,,
PDCO,Patterson Companies Inc. Common Stock,72,26.42,-2.003%,26.42,-2.003%,,,,,,,
PDI,PIMCO Dynamic Income Fund Common Stock,99,19.2,1.212%,19.2,1.212%,,,,,,,
PEAK,Healthpeak Properties Inc. Common Stock,25,22.56,-2.591%,22.56,-2.591%,,,,,,,
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,82,15.68,-0.381%,15.68,-0.381%,,,,,,,
PECO,Phillips Edison & Company Inc. Common Stock,46,28.27,-2.719%,28.27,-2.719%,,,,,,,
PEG,Public Service Enterprise Group Incorporated Common Stock,18,54.8,-1.598%,54.8,-1.598%,,,,,,,
PEGA,Pegasystems Inc. Common Stock,1,30.95,-4.416%,30.95,-4.416%,,,,,,,
PENN,PENN Entertainment Inc. Common Stock,17,28.12,-5.953%,28.12,-5.953%,,,,,,,
PEP,PepsiCo Inc. Common Stock,33,173.36,-0.971%,173.36,-0.971%,,,,,,,
PFE,Pfizer Inc. Common Stock,16,43.11,-2.223%,43.11,-2.223%,,,,,,,
PFG,Principal Financial Group Inc Common Stock,97,78.77,-1.39%,78.77,-1.39%,,,,,,,
PFGC,Performance Food Group Company Common Stock,15,46.36,-1.046%,46.36,-1.046%,,,,,,,
PFSI,PennyMac Financial Services Inc. Common Stock,83,45.25,-3.084%,45.25,-3.084%,,,,,,,
PG,Procter & Gamble Company (The) Common Stock,62,129.56,0.927%,129.56,0.927%,,,,,,,
PGNY,Progyny Inc. Common Stock,19,38,-3.529%,38,-3.529%,,,,,,,
PGR,Progressive Corporation (The) Common Stock,90,121.2,0.782%,121.2,0.782%,,,,,,,
PH,Parker-Hannifin Corporation Common Stock,61,265.58,-0.468%,265.58,-0.468%,,,,,,,
PHM,PulteGroup Inc. Common Stock,88,37.16,-6.233%,37.16,-6.233%,,,,,,,
PI,Impinj Inc. Common Stock,4,78.84,0.229%,78.84,0.229%,,,,,,,
PII,Polaris Inc. Common Stock,54,93.74,-5.169%,93.74,-5.169%,,,,,,,
PINC,Premier Inc. Class A Common Stock,92,33.47,-2.59%,33.47,-2.59%,,,,,,,
PK,Park Hotels & Resorts Inc. Common Stock ,61,12.39,-1.275%,12.39,-1.275%,,,,,,,
PKG,Packaging Corporation of America Common Stock,49,114.4,-1.971%,114.4,-1.971%,,,,,,,
PKI,PerkinElmer Inc. Common Stock,4,127.66,-2.079%,127.66,-2.079%,,,,,,,
PLD,Prologis Inc. Common Stock,28,102.01,-3.628%,102.01,-3.628%,,,,,,,
PLMR,Palomar Holdings Inc. Common stock,63,84.76,-5.539%,84.76,-5.539%,,,,,,,
PLNT,Planet Fitness Inc. Common Stock,96,60.7,-0.181%,60.7,-0.181%,,,,,,,
PLUG,Plug Power Inc. Common Stock,76,16.95,-11.303%,16.95,-11.303%,,,,,,,
PLXS,Plexus Corp. Common Stock,72,90.38,-1.45%,90.38,-1.45%,,,,,,,
PM,Philip Morris International Inc Common Stock,10,86.47,0.185%,86.47,0.185%,,,,,,,
PNC,PNC Financial Services Group Inc. (The) Common Stock,7,151.7,-2.856%,151.7,-2.856%,,,,,,,
PNFP,Pinnacle Financial Partners Inc. Common Stock,74,82.3,-5.975%,82.3,-5.975%,,,,,,,
PNM,PNM Resources Inc. (Holding Co.) Common Stock,16,46.31,0.39%,46.31,0.39%,,,,,,,
PNW,Pinnacle West Capital Corporation Common Stock,38,64.05,-0.559%,64.05,-0.559%,,,,,,,
PODD,Insulet Corporation Common Stock,70,215.82,-5.122%,215.82,-5.122%,,,,,,,
POOL,Pool Corporation Common Stock,63,298.12,-6.516%,298.12,-6.516%,,,,,,,
POR,Portland General Electric Co Common Stock,28,43.72,-0.862%,43.72,-0.862%,,,,,,,
POST,Post Holdings Inc. Common Stock,96,86.25,-1.293%,86.25,-1.293%,,,,,,,
POWI,Power Integrations Inc. Common Stock,81,63.26,-1.556%,63.26,-1.556%,,,,,,,
PPBI,Pacific Premier Bancorp Inc,37,34.63,-1.17%,34.63,-1.17%,,,,,,,
PPC,Pilgrim's Pride Corporation Common Stock,63,21.73,-1.362%,21.73,-1.362%,,,,,,,
PPG,PPG Industries Inc. Common Stock,78,114.64,-1.799%,114.64,-1.799%,,,,,,,
PPL,PPL Corporation Common Stock,14,25.33,-0.236%,25.33,-0.236%,,,,,,,
PR,Permian Resources Corporation Class A Common Stock,74,9.22,3.363%,9.22,3.363%,,,,,,,
PRFT,Perficient Inc. Common Stock,21,65.32,-2.435%,65.32,-2.435%,,,,,,,
PRGO,Perrigo Company plc Ordinary Shares,96,39.88,-0.40%,39.88,-0.40%,,,,,,,
PRI,Primerica Inc. Common Stock,80,135.94,-1.012%,135.94,-1.012%,,,,,,,
PRK,Park National Corporation Common Stock,19,136.25,0.022%,136.25,0.022%,,,,,,,
PROK,ProKidney Corp. Class A Ordinary Shares,35,10.15,1.805%,10.15,1.805%,,,,,,,
PRTA,Prothena Corporation plc Ordinary Shares,77,55.5,-5.932%,55.5,-5.932%,,,,,,,
PRU,Prudential Financial Inc. Common Stock,4,96.42,-0.945%,96.42,-0.945%,,,,,,,
PRVA,Privia Health Group Inc. Common Stock,89,32.8,-3.728%,32.8,-3.728%,,,,,,,
PSA,Public Storage Common Stock,52,290.9,-2.12%,290.9,-2.12%,,,,,,,
PSEC,Prospect Capital Corporation Common Stock,97,6.85,-0.146%,6.85,-0.146%,,,,,,,
PSX,Phillips 66 Common Stock,75,97.95,1.914%,97.95,1.914%,,,,,,,
PTC,PTC Inc. Common Stock,88,108.62,-2.355%,108.62,-2.355%,,,,,,,
PTCT,PTC Therapeutics Inc. Common Stock,50,44.06,-9.676%,44.06,-9.676%,,,,,,,
PTEN,Patterson-UTI Energy Inc. Common Stock,69,14.57,3.041%,14.57,3.041%,,,,,,,
PTON,Peloton Interactive Inc. Class A Common Stock,38,7.39,-5.619%,7.39,-5.619%,,,,,,,
PVH,PVH Corp. Common Stock,10,48.21,-3.676%,48.21,-3.676%,,,,,,,
PWR,Quanta Services Inc. Common Stock,68,132.57,-0.637%,132.57,-0.637%,,,,,,,
PXD,Pioneer Natural Resources Company Common Stock,63,250.55,2.458%,250.55,2.458%,,,,,,,
PYCR,Paycor HCM Inc. Common Stock,26,28.67,-3.403%,28.67,-3.403%,,,,,,,
PYPL,PayPal Holdings Inc. Common Stock,4,84.47,-0.961%,84.47,-0.961%,,,,,,,
PZZA,Papa John's International Inc. Common Stock,12,71.64,-2.091%,71.64,-2.091%,,,,,,,
QCOM,QUALCOMM Incorporated Common Stock,79,112.85,1.475%,112.85,1.475%,,,,,,,
QDEL,QuidelOrtho Corporation Common Stock,14,77.89,-4.241%,77.89,-4.241%,,,,,,,
QLYS,Qualys Inc. Common Stock,82,131.11,-3.211%,131.11,-3.211%,,,,,,,
QRTEB,Qurate Retail Inc. Series B Common Stock ,34,7,3.093%,7,3.093%,,,,,,,
QRVO,Qorvo Inc. Common Stock,5,81.78,0.603%,81.78,0.603%,,,,,,,
QS,QuantumScape Corporation Class A Common Stock,44,7.92,-4.922%,7.92,-4.922%,,,,,,,
R,Ryder System Inc. Common Stock,46,76.18,-2.558%,76.18,-2.558%,,,,,,,
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,68,37.98,-3.726%,37.98,-3.726%,,,,,,,
RBC,RBC Bearings Incorporated Common Stock,18,227.59,0.806%,227.59,0.806%,,,,,,,
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock,17,46.69,-3.772%,46.69,-3.772%,,,,,,,
RCM,R1 RCM Inc. Common Stock,60,17.39,-5.076%,17.39,-5.076%,,,,,,,
RDN,Radian Group Inc. Common Stock,52,19.22,-1.385%,19.22,-1.385%,,,,,,,
REG,Regency Centers Corporation Common Stock,20,54.32,-2.249%,54.32,-2.249%,,,,,,,
REGN,Regeneron Pharmaceuticals Inc. Common Stock,10,709.37,-1.846%,709.37,-1.846%,,,,,,,
REXR,Rexford Industrial Realty Inc. Common Stock,2,51.32,-3.042%,51.32,-3.042%,,,,,,,
REYN,Reynolds Consumer Products Inc. Common Stock,75,28.42,-1.217%,28.42,-1.217%,,,,,,,
RF,Regions Financial Corporation Common Stock,87,20.9,-3.509%,20.9,-3.509%,,,,,,,
RGA,Reinsurance Group of America Incorporated Common Stock,6,139.48,1.19%,139.48,1.19%,,,,,,,
RGEN,Repligen Corporation Common Stock,24,179.5,-13.218%,179.5,-13.218%,,,,,,,
RGLD,Royal Gold Inc. Common Stock,4,90.8,-2.867%,90.8,-2.867%,,,,,,,
RH,RH Common Stock,87,235.72,-4.276%,235.72,-4.276%,,,,,,,
RHI,Robert Half International Inc. Common Stock,28,80.83,-2.178%,80.83,-2.178%,,,,,,,
RHP,Ryman Hospitality Properties Inc. (REIT),31,84.71,-0.878%,84.71,-0.878%,,,,,,,
RITM,Rithm Capital Corp. Common Stock,25,7.61,-1.806%,7.61,-1.806%,,,,,,,
RIVN,Rivian Automotive Inc. Class A Common Stock,80,31.5,-0.442%,31.5,-0.442%,,,,,,,
RJF,Raymond James Financial Inc. Common Stock,29,100,-2.686%,100,-2.686%,,,,,,,
RL,Ralph Lauren Corporation Common Stock,9,91.78,-2.817%,91.78,-2.817%,,,,,,,
RLAY,Relay Therapeutics Inc. Common Stock,8,19.66,-6.023%,19.66,-6.023%,,,,,,,
RLI,RLI Corp. Common Stock (DE),31,112.53,-0.231%,112.53,-0.231%,,,,,,,
RMBS,Rambus Inc. Common Stock,39,27.21,0.554%,27.21,0.554%,,,,,,,
RMD,ResMed Inc. Common Stock,45,215.3,-1.645%,215.3,-1.645%,,,,,,,
ROG,Rogers Corporation Common Stock,92,238.99,-0.379%,238.99,-0.379%,,,,,,,
ROK,Rockwell Automation Inc. Common Stock,26,233.93,-1.208%,233.93,-1.208%,,,,,,,
ROKU,Roku Inc. Class A Common Stock,100,51.1,-4.002%,51.1,-4.002%,,,,,,,
ROL,Rollins Inc. Common Stock,46,36.88,0.573%,36.88,0.573%,,,,,,,
ROP,Roper Technologies Inc. Common Stock,16,371.43,-1.055%,371.43,-1.055%,,,,,,,
ROST,Ross Stores Inc. Common Stock,62,83.66,-1.181%,83.66,-1.181%,,,,,,,
RPD,Rapid7 Inc. Common Stock,1,44.84,-1.255%,44.84,-1.255%,,,,,,,
RPM,RPM International Inc. Common Stock,26,89.61,-2.704%,89.61,-2.704%,,,,,,,
RPRX,Royalty Pharma plc Class A Ordinary Shares ,88,41.04,-2.332%,41.04,-2.332%,,,,,,,
RRC,Range Resources Corporation Common Stock,41,28.27,0.713%,28.27,0.713%,,,,,,,
RRR,Red Rock Resorts Inc. Class A Common Stock,89,38.33,-3.06%,38.33,-3.06%,,,,,,,
RRX,Regal Rexnord Corporation Common Stock,15,148.9,-3.041%,148.9,-3.041%,,,,,,,
RS,Reliance Steel & Aluminum Co. Common Stock (DE),32,180.68,-2.134%,180.68,-2.134%,,,,,,,
RSG,Republic Services Inc. Common Stock,90,133.98,0.247%,133.98,0.247%,,,,,,,
RTX,Raytheon Technologies Corporation Common Stock,96,87.63,0.309%,87.63,0.309%,,,,,,,
RUM,Rumble Inc. Class A Common Stock,47,8.16,-10.526%,8.16,-10.526%,,,,,,,
RUN,Sunrun Inc. Common Stock,71,20.4,-7.609%,20.4,-7.609%,,,,,,,
RUSHA,Rush Enterprises Inc. Common Stock Cl A,53,48.1,-1.555%,48.1,-1.555%,,,,,,,
RUSHB,Rush Enterprises Inc. Class B,38,51.82,-2.245%,51.82,-2.245%,,,,,,,
RYN,Rayonier Inc. REIT Common Stock,12,32.37,-1.76%,32.37,-1.76%,,,,,,,
S,SentinelOne Inc. Class A Common Stock,68,21.65,-5.582%,21.65,-5.582%,,,,,,,
SAGE,Sage Therapeutics Inc. Common Stock,47,36.14,-5.244%,36.14,-5.244%,,,,,,,
SAIA,Saia Inc. Common Stock,58,196.87,-4.358%,196.87,-4.358%,,,,,,,
SAM,Boston Beer Company Inc. (The) Common Stock,32,335.28,-5.371%,335.28,-5.371%,,,,,,,
SANM,Sanmina Corporation Common Stock,28,52.52,-0.606%,52.52,-0.606%,,,,,,,
SAVE,Spirit Airlines Inc. Common Stock,40,19.8,1.591%,19.8,1.591%,,,,,,,
SBAC,SBA Communications Corporation Class A Common Stock,92,252.49,-2.234%,252.49,-2.234%,,,,,,,
SBNY,Signature Bank Common Stock,98,152.29,-3.179%,152.29,-3.179%,,,,,,,
SBRA,Sabra Health Care REIT Inc. Common Stock,89,12.63,-1.251%,12.63,-1.251%,,,,,,,
SBUX,Starbucks Corporation Common Stock,26,87.52,-1.619%,87.52,-1.619%,,,,,,,
SCCO,Southern Copper Corporation Common Stock,90,46.41,-1.923%,46.41,-1.923%,,,,,,,
SCHW,Charles Schwab Corporation (The) Common Stock,7,68.71,0.146%,68.71,0.146%,,,,,,,
SCI,Service Corporation International Common Stock,74,59.63,-3.869%,59.63,-3.869%,,,,,,,
SCL,Stepan Company Common Stock,3,101.77,3.551%,101.77,3.551%,,,,,,,
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,79,47.92,-10.747%,47.92,-10.747%,,,,,,,
SEAS,SeaWorld Entertainment Inc. Common Stock,81,50.4,-3.817%,50.4,-3.817%,,,,,,,
SEB,Seaboard Corporation Common Stock,95,3676.26,0.318%,3676.26,0.318%,,,,,,,
SEE,Sealed Air Corporation Common Stock,37,47.63,-0.021%,47.63,-0.021%,,,,,,,
SEIC,SEI Investments Company Common Stock,88,48.44,-2.299%,48.44,-2.299%,,,,,,,
SEM,Select Medical Holdings Corporation Common Stock,72,23.45,-0.593%,23.45,-0.593%,,,,,,,
SF,Stifel Financial Corporation Common Stock,74,52.46,-2.054%,52.46,-2.054%,,,,,,,
SFBS,ServisFirst Bancshares Inc. Common Stock,70,71.32,-4.486%,71.32,-4.486%,,,,,,,
SFM,Sprouts Farmers Market Inc. Common Stock,29,27.96,0.179%,27.96,0.179%,,,,,,,
SFNC,Simmons First National Corporation Class A Common Stock,36,24.19,-0.657%,24.19,-0.657%,,,,,,,
SGEN,Seagen Inc. Common Stock,48,129.83,-3.716%,129.83,-3.716%,,,,,,,
SGRY,Surgery Partners Inc. Common Stock,80,26.15,-4.107%,26.15,-4.107%,,,,,,,
SHLS,Shoals Technologies Group Inc. Class A Common Stock,37,20.2,-4.672%,20.2,-4.672%,,,,,,,
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,20,10.52,-0.284%,10.52,-0.284%,,,,,,,
SHOO,Steven Madden Ltd. Common Stock,98,28.22,-1.501%,28.22,-1.501%,,,,,,,
SHW,Sherwin-Williams Company (The) Common Stock,67,207.24,-2.535%,207.24,-2.535%,,,,,,,
SIGI,Selective Insurance Group Inc. Common Stock,97,91.95,1.771%,91.95,1.771%,,,,,,,
SIRI,Sirius XM Holdings Inc. Common Stock,10,6.14,-1.445%,6.14,-1.445%,,,,,,,
SITC,SITE Centers Corp. Common Stock,68,11.28,-2.591%,11.28,-2.591%,,,,,,,
SITE,SiteOne Landscape Supply Inc. Common Stock,35,105.56,-3.598%,105.56,-3.598%,,,,,,,
SIVB,SVB Financial Group Common Stock,76,315.37,-4.445%,315.37,-4.445%,,,,,,,
SJI,South Jersey Industries Inc. Common Stock,36,34.28,1.002%,34.28,1.002%,,,,,,,
SJM,J.M. Smucker Company (The) New Common Stock,85,143.04,0.555%,143.04,0.555%,,,,,,,
SKX,Skechers U.S.A. Inc. Common Stock,90,35.7,-0.64%,35.7,-0.64%,,,,,,,
SKY,Skyline Champion Corporation Common Stock,1,54.58,-3.993%,54.58,-3.993%,,,,,,,
SLAB,Silicon Laboratories Inc. Common Stock,71,120.74,1.53%,120.74,1.53%,,,,,,,
SLG,SL Green Realty Corp Common Stock,100,37.24,-5.097%,37.24,-5.097%,,,,,,,
SLGN,Silgan Holdings Inc. Common Stock,31,44.36,-0.849%,44.36,-0.849%,,,,,,,
SLM,SLM Corporation Common Stock,21,15.34,-2.417%,15.34,-2.417%,,,,,,,
SM,SM Energy Company Common Stock,68,43.28,2.462%,43.28,2.462%,,,,,,,
SMAR,Smartsheet Inc. Class A Common Stock,96,31.68,-6.714%,31.68,-6.714%,,,,,,,
SMCI,Super Micro Computer Inc. Common Stock,71,55.59,0.415%,55.59,0.415%,,,,,,,
SMG,Scotts Miracle-Gro Company (The) Common Stock,72,44.54,-3.551%,44.54,-3.551%,,,,,,,
SMPL,The Simply Good Foods Company Common Stock,47,32.84,-2.696%,32.84,-2.696%,,,,,,,
SNA,Snap-On Incorporated Common Stock,55,213.7,-1.357%,213.7,-1.357%,,,,,,,
SNAP,Snap Inc. Class A Common Stock,96,10.86,2.453%,10.86,2.453%,,,,,,,
SNDR,Schneider National Inc. Common Stock,51,21.68,-0.778%,21.68,-0.778%,,,,,,,
SNOW,Snowflake Inc. Class A Common Stock,21,171.04,-1.23%,171.04,-1.23%,,,,,,,
SNPS,Synopsys Inc. Common Stock,23,288.96,-1.133%,288.96,-1.133%,,,,,,,
SNV,Synovus Financial Corp. Common Stock,20,41.33,-1.548%,41.33,-1.548%,,,,,,,
SNX,TD SYNNEX Corporation Common Stock,5,85.43,-1.317%,85.43,-1.317%,,,,,,,
SO,Southern Company (The) Common Stock,10,64.69,-1.071%,64.69,-1.071%,,,,,,,
SOFI,SoFi Technologies Inc. Common Stock  ,21,4.99,-4.952%,4.99,-4.952%,,,,,,,
SON,Sonoco Products Company Common Stock,94,61.67,-1.138%,61.67,-1.138%,,,,,,,
SPG,Simon Property Group Inc. Common Stock,89,98.03,-0.639%,98.03,-0.639%,,,,,,,
SPGI,S&P Global Inc. Common Stock,76,296.87,-1.31%,296.87,-1.31%,,,,,,,
SPLK,Splunk Inc. Common Stock,20,77.08,1.221%,77.08,1.221%,,,,,,,
SPR,Spirit Aerosystems Holdings Inc. Common Stock,74,24.25,-1.742%,24.25,-1.742%,,,,,,,
SPSC,SPS Commerce Inc. Common Stock,7,121.08,-2.973%,121.08,-2.973%,,,,,,,
SPT,Sprout Social Inc Class A Common Stock,68,58.15,-3.90%,58.15,-3.90%,,,,,,,
SPWR,SunPower Corporation Common Stock,67,15.89,-5.529%,15.89,-5.529%,,,,,,,
SPXC,SPX Technologies Inc. Common Stock,32,62.36,0.241%,62.36,0.241%,,,,,,,
SQ,Block Inc. Class A Common Stock,67,53.94,-5.815%,53.94,-5.815%,,,,,,,
SR,Spire Inc. Common Stock,55,65.49,-0.562%,65.49,-0.562%,,,,,,,
SRC,Spirit Realty Capital Inc. Common Stock,57,34.97,-3.849%,34.97,-3.849%,,,,,,,
SRCL,Stericycle Inc. Common Stock,18,41.33,-1.969%,41.33,-1.969%,,,,,,,
SRE,DBA Sempra Common Stock,12,143.74,-1.148%,143.74,-1.148%,,,,,,,
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),32,112.25,-3.92%,112.25,-3.92%,,,,,,,
SSB,SouthState Corporation Common Stock,75,88.39,-0.919%,88.39,-0.919%,,,,,,,
SSD,Simpson Manufacturing Company Inc. Common Stock,39,78.35,-4.006%,78.35,-4.006%,,,,,,,
SSNC,SS&C Technologies Holdings Inc. Common Stock,79,48.41,-1.945%,48.41,-1.945%,,,,,,,
STAA,STAAR Surgical Company Common Stock,32,70.5,-3.781%,70.5,-3.781%,,,,,,,
